Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1633783336,0,POST,/api/visits/about,2.500000,0.000000,0,0,0,0,0,0,0,0,0,0,0,295,0,430.0,529.1550397694849,223.63555399351753,2290.248215998872,2.0
1633783336,0,GET,/api/visits/home,2.600000,0.000000,0,0,0,0,0,0,0,0,0,0,0,323,1,370.0,479.90020652916667,208.75013900513295,4007.86619700375,2.653250773993808
1633783336,0,POST,/api/visits/home,2.800000,0.000000,0,0,0,0,0,0,0,0,0,0,0,325,2,400.0,529.1716652582489,233.52147899277043,4004.2090460046893,1.9876923076923076
1633783336,0,GET,/api/visits/jobs,0.500000,0.000000,0,0,0,0,0,0,0,0,0,0,0,91,0,390.0,433.2610606818759,208.1287129985867,1218.1787349982187,1.9120879120879122
1633783336,0,POST,/api/visits/jobs,0.400000,0.000000,0,0,0,0,0,0,0,0,0,0,0,92,1,400.0,525.642579706587,241.6689630044857,4002.9022929957137,1.9782608695652173
1633783336,0,GET,/api/visits/legals,0.700000,0.000000,0,0,0,0,0,0,0,0,0,0,0,69,0,370.0,455.8949974360049,214.78010099963285,1095.1005950046238,1.855072463768116
1633783336,0,POST,/api/visits/legals,0.800000,0.000000,0,0,0,0,0,0,0,0,0,0,0,69,0,410.0,466.38343101422186,238.87078199186362,981.7455930024153,2.0
1633783336,0,GET,/api/visits/offices,0.700000,0.000000,0,0,0,0,0,0,0,0,0,0,0,67,0,370.0,449.82468319271425,222.81317099987064,2803.3645180112217,1.8656716417910448
1633783336,0,POST,/api/visits/offices,0.700000,0.000000,0,0,0,0,0,0,0,0,0,0,0,69,1,400.0,526.1669749570369,249.4060220051324,4007.535740005551,1.9710144927536233
1633783336,0,GET,/img/favicon.ico,8.700000,0.000000,0,0,0,0,0,0,0,0,0,0,0,913,1,1400.0,1981.736898840751,604.254938007216,13041.274035000242,90844.2552026287
1633783336,0,GET,/img/logo_fiuba.png,8.100000,0.000000,0,0,0,0,0,0,0,0,0,0,0,886,0,1200.0,1852.8560109819343,626.5530850068899,14795.67025200231,90979.4051918736
1633783336,0,GET,/site/about.html,2.800000,0.000000,0,0,0,0,0,0,0,0,0,0,0,327,1,150.0,282.87225565419175,23.676276992773637,6794.0427209978225,841.4189602446484
1633783336,0,GET,/site/home.html,2.600000,0.000000,0,0,0,0,0,0,0,0,0,0,0,359,0,170.0,310.3458765094184,25.329061012598686,3782.278282000334,669.0
1633783336,0,GET,/site/jobs.html,1.100000,0.000000,0,0,0,0,0,0,0,0,0,0,0,103,0,140.0,210.6511920199727,27.327640011208132,2162.0636689913226,697.0
1633783336,0,GET,/site/legals.html,1.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,81,0,150.0,269.218447494585,28.583202001755126,4441.635306007811,690.0
1633783336,0,GET,/site/offices.html,1.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,77,0,140.0,202.1836514024188,27.12731499923393,934.6977090026485,693.0
1633783336,0,GET,/visits.js,7.400000,0.000000,0,0,0,0,0,0,0,0,0,0,0,853,0,1300.0,1923.48640653932,612.6120810076827,16454.23062199552,90934.39859320047
1633783336,0,,Aggregated,46.900000,0.000000,0,0,0,0,0,0,0,0,0,0,0,5293,7,830.0,1169.3765398925857,23.676276992773637,16454.23062199552,45685.944832798035
1633783337,0,GET,/api/visits/about,2.500000,0.000000,0,0,0,0,0,0,0,0,0,0,0,294,0,390.0,455.3688637380485,212.8004870028235,2087.6668600103585,2.629251700680272
1633783337,0,POST,/api/visits/about,2.500000,0.000000,0,0,0,0,0,0,0,0,0,0,0,295,0,430.0,529.1550397694849,223.63555399351753,2290.248215998872,2.0
1633783337,0,GET,/api/visits/home,2.600000,0.000000,0,0,0,0,0,0,0,0,0,0,0,323,1,370.0,479.90020652916667,208.75013900513295,4007.86619700375,2.653250773993808
1633783337,0,POST,/api/visits/home,2.800000,0.000000,0,0,0,0,0,0,0,0,0,0,0,325,2,400.0,529.1716652582489,233.52147899277043,4004.2090460046893,1.9876923076923076
1633783337,0,GET,/api/visits/jobs,0.500000,0.000000,0,0,0,0,0,0,0,0,0,0,0,91,0,390.0,433.2610606818759,208.1287129985867,1218.1787349982187,1.9120879120879122
1633783337,0,POST,/api/visits/jobs,0.400000,0.000000,0,0,0,0,0,0,0,0,0,0,0,92,1,400.0,525.642579706587,241.6689630044857,4002.9022929957137,1.9782608695652173
1633783337,0,GET,/api/visits/legals,0.700000,0.000000,0,0,0,0,0,0,0,0,0,0,0,69,0,370.0,455.8949974360049,214.78010099963285,1095.1005950046238,1.855072463768116
1633783337,0,POST,/api/visits/legals,0.800000,0.000000,0,0,0,0,0,0,0,0,0,0,0,69,0,410.0,466.38343101422186,238.87078199186362,981.7455930024153,2.0
1633783337,0,GET,/api/visits/offices,0.700000,0.000000,0,0,0,0,0,0,0,0,0,0,0,67,0,370.0,449.82468319271425,222.81317099987064,2803.3645180112217,1.8656716417910448
1633783337,0,POST,/api/visits/offices,0.700000,0.000000,0,0,0,0,0,0,0,0,0,0,0,69,1,400.0,526.1669749570369,249.4060220051324,4007.535740005551,1.9710144927536233
1633783337,0,GET,/img/favicon.ico,8.700000,0.000000,0,0,0,0,0,0,0,0,0,0,0,913,1,1400.0,1981.736898840751,604.254938007216,13041.274035000242,90844.2552026287
1633783337,0,GET,/img/logo_fiuba.png,8.100000,0.000000,0,0,0,0,0,0,0,0,0,0,0,886,0,1200.0,1852.8560109819343,626.5530850068899,14795.67025200231,90979.4051918736
1633783337,0,GET,/site/about.html,2.800000,0.000000,0,0,0,0,0,0,0,0,0,0,0,327,1,150.0,282.87225565419175,23.676276992773637,6794.0427209978225,841.4189602446484
1633783337,0,GET,/site/home.html,2.600000,0.000000,0,0,0,0,0,0,0,0,0,0,0,359,0,170.0,310.3458765094184,25.329061012598686,3782.278282000334,669.0
1633783337,0,GET,/site/jobs.html,1.100000,0.000000,0,0,0,0,0,0,0,0,0,0,0,103,0,140.0,210.6511920199727,27.327640011208132,2162.0636689913226,697.0
1633783337,0,GET,/site/legals.html,1.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,81,0,150.0,269.218447494585,28.583202001755126,4441.635306007811,690.0
1633783337,0,GET,/site/offices.html,1.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,77,0,140.0,202.1836514024188,27.12731499923393,934.6977090026485,693.0
1633783337,0,GET,/visits.js,7.400000,0.000000,0,0,0,0,0,0,0,0,0,0,0,853,0,1300.0,1923.48640653932,612.6120810076827,16454.23062199552,90934.39859320047
1633783337,0,,Aggregated,46.900000,0.000000,0,0,0,0,0,0,0,0,0,0,0,5293,7,830.0,1169.3765398925857,23.676276992773637,16454.23062199552,45685.944832798035
1633783338,0,GET,/api/visits/about,2.500000,0.000000,0,0,0,0,0,0,0,0,0,0,0,294,0,390.0,455.3688637380485,212.8004870028235,2087.6668600103585,2.629251700680272
1633783338,0,POST,/api/visits/about,2.500000,0.000000,0,0,0,0,0,0,0,0,0,0,0,295,0,430.0,529.1550397694849,223.63555399351753,2290.248215998872,2.0
1633783338,0,GET,/api/visits/home,2.600000,0.000000,0,0,0,0,0,0,0,0,0,0,0,323,1,370.0,479.90020652916667,208.75013900513295,4007.86619700375,2.653250773993808
1633783338,0,POST,/api/visits/home,2.800000,0.000000,0,0,0,0,0,0,0,0,0,0,0,325,2,400.0,529.1716652582489,233.52147899277043,4004.2090460046893,1.9876923076923076
1633783338,0,GET,/api/visits/jobs,0.500000,0.000000,0,0,0,0,0,0,0,0,0,0,0,91,0,390.0,433.2610606818759,208.1287129985867,1218.1787349982187,1.9120879120879122
1633783338,0,POST,/api/visits/jobs,0.400000,0.000000,0,0,0,0,0,0,0,0,0,0,0,92,1,400.0,525.642579706587,241.6689630044857,4002.9022929957137,1.9782608695652173
1633783338,0,GET,/api/visits/legals,0.700000,0.000000,0,0,0,0,0,0,0,0,0,0,0,69,0,370.0,455.8949974360049,214.78010099963285,1095.1005950046238,1.855072463768116
1633783338,0,POST,/api/visits/legals,0.800000,0.000000,0,0,0,0,0,0,0,0,0,0,0,69,0,410.0,466.38343101422186,238.87078199186362,981.7455930024153,2.0
1633783338,0,GET,/api/visits/offices,0.700000,0.000000,0,0,0,0,0,0,0,0,0,0,0,67,0,370.0,449.82468319271425,222.81317099987064,2803.3645180112217,1.8656716417910448
1633783338,0,POST,/api/visits/offices,0.700000,0.000000,0,0,0,0,0,0,0,0,0,0,0,69,1,400.0,526.1669749570369,249.4060220051324,4007.535740005551,1.9710144927536233
1633783338,0,GET,/img/favicon.ico,8.700000,0.000000,0,0,0,0,0,0,0,0,0,0,0,913,1,1400.0,1981.736898840751,604.254938007216,13041.274035000242,90844.2552026287
1633783338,0,GET,/img/logo_fiuba.png,8.100000,0.000000,0,0,0,0,0,0,0,0,0,0,0,886,0,1200.0,1852.8560109819343,626.5530850068899,14795.67025200231,90979.4051918736
1633783338,0,GET,/site/about.html,2.800000,0.000000,0,0,0,0,0,0,0,0,0,0,0,327,1,150.0,282.87225565419175,23.676276992773637,6794.0427209978225,841.4189602446484
1633783338,0,GET,/site/home.html,2.600000,0.000000,0,0,0,0,0,0,0,0,0,0,0,359,0,170.0,310.3458765094184,25.329061012598686,3782.278282000334,669.0
1633783338,0,GET,/site/jobs.html,1.100000,0.000000,0,0,0,0,0,0,0,0,0,0,0,103,0,140.0,210.6511920199727,27.327640011208132,2162.0636689913226,697.0
1633783338,0,GET,/site/legals.html,1.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,81,0,150.0,269.218447494585,28.583202001755126,4441.635306007811,690.0
1633783338,0,GET,/site/offices.html,1.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,77,0,140.0,202.1836514024188,27.12731499923393,934.6977090026485,693.0
1633783338,0,GET,/visits.js,7.400000,0.000000,0,0,0,0,0,0,0,0,0,0,0,853,0,1300.0,1923.48640653932,612.6120810076827,16454.23062199552,90934.39859320047
1633783338,0,,Aggregated,46.900000,0.000000,0,0,0,0,0,0,0,0,0,0,0,5293,7,830.0,1169.3765398925857,23.676276992773637,16454.23062199552,45685.944832798035
1633783339,0,GET,/api/visits/about,2.500000,0.000000,0,0,0,0,0,0,0,0,0,0,0,294,0,390.0,455.3688637380485,212.8004870028235,2087.6668600103585,2.629251700680272
1633783339,0,POST,/api/visits/about,2.500000,0.000000,0,0,0,0,0,0,0,0,0,0,0,295,0,430.0,529.1550397694849,223.63555399351753,2290.248215998872,2.0
1633783339,0,GET,/api/visits/home,2.600000,0.000000,0,0,0,0,0,0,0,0,0,0,0,323,1,370.0,479.90020652916667,208.75013900513295,4007.86619700375,2.653250773993808
1633783339,0,POST,/api/visits/home,2.800000,0.000000,0,0,0,0,0,0,0,0,0,0,0,325,2,400.0,529.1716652582489,233.52147899277043,4004.2090460046893,1.9876923076923076
1633783339,0,GET,/api/visits/jobs,0.500000,0.000000,0,0,0,0,0,0,0,0,0,0,0,91,0,390.0,433.2610606818759,208.1287129985867,1218.1787349982187,1.9120879120879122
1633783339,0,POST,/api/visits/jobs,0.400000,0.000000,0,0,0,0,0,0,0,0,0,0,0,92,1,400.0,525.642579706587,241.6689630044857,4002.9022929957137,1.9782608695652173
1633783339,0,GET,/api/visits/legals,0.700000,0.000000,0,0,0,0,0,0,0,0,0,0,0,69,0,370.0,455.8949974360049,214.78010099963285,1095.1005950046238,1.855072463768116
1633783339,0,POST,/api/visits/legals,0.800000,0.000000,0,0,0,0,0,0,0,0,0,0,0,69,0,410.0,466.38343101422186,238.87078199186362,981.7455930024153,2.0
1633783339,0,GET,/api/visits/offices,0.700000,0.000000,0,0,0,0,0,0,0,0,0,0,0,67,0,370.0,449.82468319271425,222.81317099987064,2803.3645180112217,1.8656716417910448
1633783339,0,POST,/api/visits/offices,0.700000,0.000000,0,0,0,0,0,0,0,0,0,0,0,69,1,400.0,526.1669749570369,249.4060220051324,4007.535740005551,1.9710144927536233
1633783339,0,GET,/img/favicon.ico,8.700000,0.000000,0,0,0,0,0,0,0,0,0,0,0,913,1,1400.0,1981.736898840751,604.254938007216,13041.274035000242,90844.2552026287
1633783339,0,GET,/img/logo_fiuba.png,8.100000,0.000000,0,0,0,0,0,0,0,0,0,0,0,886,0,1200.0,1852.8560109819343,626.5530850068899,14795.67025200231,90979.4051918736
1633783339,0,GET,/site/about.html,2.800000,0.000000,0,0,0,0,0,0,0,0,0,0,0,327,1,150.0,282.87225565419175,23.676276992773637,6794.0427209978225,841.4189602446484
1633783339,0,GET,/site/home.html,2.600000,0.000000,0,0,0,0,0,0,0,0,0,0,0,359,0,170.0,310.3458765094184,25.329061012598686,3782.278282000334,669.0
1633783339,0,GET,/site/jobs.html,1.100000,0.000000,0,0,0,0,0,0,0,0,0,0,0,103,0,140.0,210.6511920199727,27.327640011208132,2162.0636689913226,697.0
1633783339,0,GET,/site/legals.html,1.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,81,0,150.0,269.218447494585,28.583202001755126,4441.635306007811,690.0
1633783339,0,GET,/site/offices.html,1.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,77,0,140.0,202.1836514024188,27.12731499923393,934.6977090026485,693.0
1633783339,0,GET,/visits.js,7.400000,0.000000,0,0,0,0,0,0,0,0,0,0,0,853,0,1300.0,1923.48640653932,612.6120810076827,16454.23062199552,90934.39859320047
1633783339,0,,Aggregated,46.900000,0.000000,0,0,0,0,0,0,0,0,0,0,0,5293,7,830.0,1169.3765398925857,23.676276992773637,16454.23062199552,45685.944832798035
1633783340,0,GET,/api/visits/about,2.500000,0.000000,0,0,0,0,0,0,0,0,0,0,0,294,0,390.0,455.3688637380485,212.8004870028235,2087.6668600103585,2.629251700680272
1633783340,0,POST,/api/visits/about,2.500000,0.000000,0,0,0,0,0,0,0,0,0,0,0,295,0,430.0,529.1550397694849,223.63555399351753,2290.248215998872,2.0
1633783340,0,GET,/api/visits/home,2.600000,0.000000,0,0,0,0,0,0,0,0,0,0,0,323,1,370.0,479.90020652916667,208.75013900513295,4007.86619700375,2.653250773993808
1633783340,0,POST,/api/visits/home,2.800000,0.000000,0,0,0,0,0,0,0,0,0,0,0,325,2,400.0,529.1716652582489,233.52147899277043,4004.2090460046893,1.9876923076923076
1633783340,0,GET,/api/visits/jobs,0.500000,0.000000,0,0,0,0,0,0,0,0,0,0,0,91,0,390.0,433.2610606818759,208.1287129985867,1218.1787349982187,1.9120879120879122
1633783340,0,POST,/api/visits/jobs,0.400000,0.000000,0,0,0,0,0,0,0,0,0,0,0,92,1,400.0,525.642579706587,241.6689630044857,4002.9022929957137,1.9782608695652173
1633783340,0,GET,/api/visits/legals,0.700000,0.000000,0,0,0,0,0,0,0,0,0,0,0,69,0,370.0,455.8949974360049,214.78010099963285,1095.1005950046238,1.855072463768116
1633783340,0,POST,/api/visits/legals,0.800000,0.000000,0,0,0,0,0,0,0,0,0,0,0,69,0,410.0,466.38343101422186,238.87078199186362,981.7455930024153,2.0
1633783340,0,GET,/api/visits/offices,0.700000,0.000000,0,0,0,0,0,0,0,0,0,0,0,67,0,370.0,449.82468319271425,222.81317099987064,2803.3645180112217,1.8656716417910448
1633783340,0,POST,/api/visits/offices,0.700000,0.000000,0,0,0,0,0,0,0,0,0,0,0,69,1,400.0,526.1669749570369,249.4060220051324,4007.535740005551,1.9710144927536233
1633783340,0,GET,/img/favicon.ico,8.700000,0.000000,0,0,0,0,0,0,0,0,0,0,0,913,1,1400.0,1981.736898840751,604.254938007216,13041.274035000242,90844.2552026287
1633783340,0,GET,/img/logo_fiuba.png,8.100000,0.000000,0,0,0,0,0,0,0,0,0,0,0,886,0,1200.0,1852.8560109819343,626.5530850068899,14795.67025200231,90979.4051918736
1633783340,0,GET,/site/about.html,2.800000,0.000000,0,0,0,0,0,0,0,0,0,0,0,327,1,150.0,282.87225565419175,23.676276992773637,6794.0427209978225,841.4189602446484
1633783340,0,GET,/site/home.html,2.600000,0.000000,0,0,0,0,0,0,0,0,0,0,0,359,0,170.0,310.3458765094184,25.329061012598686,3782.278282000334,669.0
1633783340,0,GET,/site/jobs.html,1.100000,0.000000,0,0,0,0,0,0,0,0,0,0,0,103,0,140.0,210.6511920199727,27.327640011208132,2162.0636689913226,697.0
1633783340,0,GET,/site/legals.html,1.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,81,0,150.0,269.218447494585,28.583202001755126,4441.635306007811,690.0
1633783340,0,GET,/site/offices.html,1.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,77,0,140.0,202.1836514024188,27.12731499923393,934.6977090026485,693.0
1633783340,0,GET,/visits.js,7.400000,0.000000,0,0,0,0,0,0,0,0,0,0,0,853,0,1300.0,1923.48640653932,612.6120810076827,16454.23062199552,90934.39859320047
1633783340,0,,Aggregated,46.900000,0.000000,0,0,0,0,0,0,0,0,0,0,0,5293,7,830.0,1169.3765398925857,23.676276992773637,16454.23062199552,45685.944832798035
1633783341,0,GET,/api/visits/about,2.500000,0.000000,0,0,0,0,0,0,0,0,0,0,0,294,0,390.0,455.3688637380485,212.8004870028235,2087.6668600103585,2.629251700680272
1633783341,0,POST,/api/visits/about,2.500000,0.000000,0,0,0,0,0,0,0,0,0,0,0,295,0,430.0,529.1550397694849,223.63555399351753,2290.248215998872,2.0
1633783341,0,GET,/api/visits/home,2.600000,0.000000,0,0,0,0,0,0,0,0,0,0,0,323,1,370.0,479.90020652916667,208.75013900513295,4007.86619700375,2.653250773993808
1633783341,0,POST,/api/visits/home,2.800000,0.000000,0,0,0,0,0,0,0,0,0,0,0,325,2,400.0,529.1716652582489,233.52147899277043,4004.2090460046893,1.9876923076923076
1633783341,0,GET,/api/visits/jobs,0.500000,0.000000,0,0,0,0,0,0,0,0,0,0,0,91,0,390.0,433.2610606818759,208.1287129985867,1218.1787349982187,1.9120879120879122
1633783341,0,POST,/api/visits/jobs,0.400000,0.000000,0,0,0,0,0,0,0,0,0,0,0,92,1,400.0,525.642579706587,241.6689630044857,4002.9022929957137,1.9782608695652173
1633783341,0,GET,/api/visits/legals,0.700000,0.000000,0,0,0,0,0,0,0,0,0,0,0,69,0,370.0,455.8949974360049,214.78010099963285,1095.1005950046238,1.855072463768116
1633783341,0,POST,/api/visits/legals,0.800000,0.000000,0,0,0,0,0,0,0,0,0,0,0,69,0,410.0,466.38343101422186,238.87078199186362,981.7455930024153,2.0
1633783341,0,GET,/api/visits/offices,0.700000,0.000000,0,0,0,0,0,0,0,0,0,0,0,67,0,370.0,449.82468319271425,222.81317099987064,2803.3645180112217,1.8656716417910448
1633783341,0,POST,/api/visits/offices,0.700000,0.000000,0,0,0,0,0,0,0,0,0,0,0,69,1,400.0,526.1669749570369,249.4060220051324,4007.535740005551,1.9710144927536233
1633783341,0,GET,/img/favicon.ico,8.700000,0.000000,0,0,0,0,0,0,0,0,0,0,0,913,1,1400.0,1981.736898840751,604.254938007216,13041.274035000242,90844.2552026287
1633783341,0,GET,/img/logo_fiuba.png,8.100000,0.000000,0,0,0,0,0,0,0,0,0,0,0,886,0,1200.0,1852.8560109819343,626.5530850068899,14795.67025200231,90979.4051918736
1633783341,0,GET,/site/about.html,2.800000,0.000000,0,0,0,0,0,0,0,0,0,0,0,327,1,150.0,282.87225565419175,23.676276992773637,6794.0427209978225,841.4189602446484
1633783341,0,GET,/site/home.html,2.600000,0.000000,0,0,0,0,0,0,0,0,0,0,0,359,0,170.0,310.3458765094184,25.329061012598686,3782.278282000334,669.0
1633783341,0,GET,/site/jobs.html,1.100000,0.000000,0,0,0,0,0,0,0,0,0,0,0,103,0,140.0,210.6511920199727,27.327640011208132,2162.0636689913226,697.0
1633783341,0,GET,/site/legals.html,1.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,81,0,150.0,269.218447494585,28.583202001755126,4441.635306007811,690.0
1633783341,0,GET,/site/offices.html,1.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,77,0,140.0,202.1836514024188,27.12731499923393,934.6977090026485,693.0
1633783341,0,GET,/visits.js,7.400000,0.000000,0,0,0,0,0,0,0,0,0,0,0,853,0,1300.0,1923.48640653932,612.6120810076827,16454.23062199552,90934.39859320047
1633783341,0,,Aggregated,46.900000,0.000000,0,0,0,0,0,0,0,0,0,0,0,5293,7,830.0,1169.3765398925857,23.676276992773637,16454.23062199552,45685.944832798035
1633783342,0,GET,/api/visits/about,2.500000,0.000000,0,0,0,0,0,0,0,0,0,0,0,294,0,390.0,455.3688637380485,212.8004870028235,2087.6668600103585,2.629251700680272
1633783342,0,POST,/api/visits/about,2.500000,0.000000,0,0,0,0,0,0,0,0,0,0,0,295,0,430.0,529.1550397694849,223.63555399351753,2290.248215998872,2.0
1633783342,0,GET,/api/visits/home,2.600000,0.000000,0,0,0,0,0,0,0,0,0,0,0,323,1,370.0,479.90020652916667,208.75013900513295,4007.86619700375,2.653250773993808
1633783342,0,POST,/api/visits/home,2.800000,0.000000,0,0,0,0,0,0,0,0,0,0,0,325,2,400.0,529.1716652582489,233.52147899277043,4004.2090460046893,1.9876923076923076
1633783342,0,GET,/api/visits/jobs,0.500000,0.000000,0,0,0,0,0,0,0,0,0,0,0,91,0,390.0,433.2610606818759,208.1287129985867,1218.1787349982187,1.9120879120879122
1633783342,0,POST,/api/visits/jobs,0.400000,0.000000,0,0,0,0,0,0,0,0,0,0,0,92,1,400.0,525.642579706587,241.6689630044857,4002.9022929957137,1.9782608695652173
1633783342,0,GET,/api/visits/legals,0.700000,0.000000,0,0,0,0,0,0,0,0,0,0,0,69,0,370.0,455.8949974360049,214.78010099963285,1095.1005950046238,1.855072463768116
1633783342,0,POST,/api/visits/legals,0.800000,0.000000,0,0,0,0,0,0,0,0,0,0,0,69,0,410.0,466.38343101422186,238.87078199186362,981.7455930024153,2.0
1633783342,0,GET,/api/visits/offices,0.700000,0.000000,0,0,0,0,0,0,0,0,0,0,0,67,0,370.0,449.82468319271425,222.81317099987064,2803.3645180112217,1.8656716417910448
1633783342,0,POST,/api/visits/offices,0.700000,0.000000,0,0,0,0,0,0,0,0,0,0,0,69,1,400.0,526.1669749570369,249.4060220051324,4007.535740005551,1.9710144927536233
1633783342,0,GET,/img/favicon.ico,8.700000,0.000000,0,0,0,0,0,0,0,0,0,0,0,913,1,1400.0,1981.736898840751,604.254938007216,13041.274035000242,90844.2552026287
1633783342,0,GET,/img/logo_fiuba.png,8.100000,0.000000,0,0,0,0,0,0,0,0,0,0,0,886,0,1200.0,1852.8560109819343,626.5530850068899,14795.67025200231,90979.4051918736
1633783342,0,GET,/site/about.html,2.800000,0.000000,0,0,0,0,0,0,0,0,0,0,0,327,1,150.0,282.87225565419175,23.676276992773637,6794.0427209978225,841.4189602446484
1633783342,0,GET,/site/home.html,2.600000,0.000000,0,0,0,0,0,0,0,0,0,0,0,359,0,170.0,310.3458765094184,25.329061012598686,3782.278282000334,669.0
1633783342,0,GET,/site/jobs.html,1.100000,0.000000,0,0,0,0,0,0,0,0,0,0,0,103,0,140.0,210.6511920199727,27.327640011208132,2162.0636689913226,697.0
1633783342,0,GET,/site/legals.html,1.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,81,0,150.0,269.218447494585,28.583202001755126,4441.635306007811,690.0
1633783342,0,GET,/site/offices.html,1.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,77,0,140.0,202.1836514024188,27.12731499923393,934.6977090026485,693.0
1633783342,0,GET,/visits.js,7.400000,0.000000,0,0,0,0,0,0,0,0,0,0,0,853,0,1300.0,1923.48640653932,612.6120810076827,16454.23062199552,90934.39859320047
1633783342,0,,Aggregated,46.900000,0.000000,0,0,0,0,0,0,0,0,0,0,0,5293,7,830.0,1169.3765398925857,23.676276992773637,16454.23062199552,45685.944832798035
1633783343,0,GET,/api/visits/about,2.500000,0.000000,0,0,0,0,0,0,0,0,0,0,0,294,0,390.0,455.3688637380485,212.8004870028235,2087.6668600103585,2.629251700680272
1633783343,0,POST,/api/visits/about,2.500000,0.000000,0,0,0,0,0,0,0,0,0,0,0,295,0,430.0,529.1550397694849,223.63555399351753,2290.248215998872,2.0
1633783343,0,GET,/api/visits/home,2.600000,0.000000,0,0,0,0,0,0,0,0,0,0,0,323,1,370.0,479.90020652916667,208.75013900513295,4007.86619700375,2.653250773993808
1633783343,0,POST,/api/visits/home,2.800000,0.000000,0,0,0,0,0,0,0,0,0,0,0,325,2,400.0,529.1716652582489,233.52147899277043,4004.2090460046893,1.9876923076923076
1633783343,0,GET,/api/visits/jobs,0.500000,0.000000,0,0,0,0,0,0,0,0,0,0,0,91,0,390.0,433.2610606818759,208.1287129985867,1218.1787349982187,1.9120879120879122
1633783343,0,POST,/api/visits/jobs,0.400000,0.000000,0,0,0,0,0,0,0,0,0,0,0,92,1,400.0,525.642579706587,241.6689630044857,4002.9022929957137,1.9782608695652173
1633783343,0,GET,/api/visits/legals,0.700000,0.000000,0,0,0,0,0,0,0,0,0,0,0,69,0,370.0,455.8949974360049,214.78010099963285,1095.1005950046238,1.855072463768116
1633783343,0,POST,/api/visits/legals,0.800000,0.000000,0,0,0,0,0,0,0,0,0,0,0,69,0,410.0,466.38343101422186,238.87078199186362,981.7455930024153,2.0
1633783343,0,GET,/api/visits/offices,0.700000,0.000000,0,0,0,0,0,0,0,0,0,0,0,67,0,370.0,449.82468319271425,222.81317099987064,2803.3645180112217,1.8656716417910448
1633783343,0,POST,/api/visits/offices,0.700000,0.000000,0,0,0,0,0,0,0,0,0,0,0,69,1,400.0,526.1669749570369,249.4060220051324,4007.535740005551,1.9710144927536233
1633783343,0,GET,/img/favicon.ico,8.700000,0.000000,0,0,0,0,0,0,0,0,0,0,0,913,1,1400.0,1981.736898840751,604.254938007216,13041.274035000242,90844.2552026287
1633783343,0,GET,/img/logo_fiuba.png,8.100000,0.000000,0,0,0,0,0,0,0,0,0,0,0,886,0,1200.0,1852.8560109819343,626.5530850068899,14795.67025200231,90979.4051918736
1633783343,0,GET,/site/about.html,2.800000,0.000000,0,0,0,0,0,0,0,0,0,0,0,327,1,150.0,282.87225565419175,23.676276992773637,6794.0427209978225,841.4189602446484
1633783343,0,GET,/site/home.html,2.600000,0.000000,0,0,0,0,0,0,0,0,0,0,0,359,0,170.0,310.3458765094184,25.329061012598686,3782.278282000334,669.0
1633783343,0,GET,/site/jobs.html,1.100000,0.000000,0,0,0,0,0,0,0,0,0,0,0,103,0,140.0,210.6511920199727,27.327640011208132,2162.0636689913226,697.0
1633783343,0,GET,/site/legals.html,1.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,81,0,150.0,269.218447494585,28.583202001755126,4441.635306007811,690.0
1633783343,0,GET,/site/offices.html,1.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,77,0,140.0,202.1836514024188,27.12731499923393,934.6977090026485,693.0
1633783343,0,GET,/visits.js,7.400000,0.000000,0,0,0,0,0,0,0,0,0,0,0,853,0,1300.0,1923.48640653932,612.6120810076827,16454.23062199552,90934.39859320047
1633783343,0,,Aggregated,46.900000,0.000000,0,0,0,0,0,0,0,0,0,0,0,5293,7,830.0,1169.3765398925857,23.676276992773637,16454.23062199552,45685.944832798035
1633783344,0,GET,/api/visits/about,2.500000,0.000000,0,0,0,0,0,0,0,0,0,0,0,294,0,390.0,455.3688637380485,212.8004870028235,2087.6668600103585,2.629251700680272
1633783344,0,POST,/api/visits/about,2.500000,0.000000,0,0,0,0,0,0,0,0,0,0,0,295,0,430.0,529.1550397694849,223.63555399351753,2290.248215998872,2.0
1633783344,0,GET,/api/visits/home,2.600000,0.000000,0,0,0,0,0,0,0,0,0,0,0,323,1,370.0,479.90020652916667,208.75013900513295,4007.86619700375,2.653250773993808
